laptop_title,asin,id,Laptop Type,price,brand,RAM,CPU,Hard Drive,Graphics Coprocessor,Operating System,Standing screen display size,Screen Resolution,color,Item Weight,Product Dimensions,ssd_size_gb,hdd_size_gb,Normalized Hard Drive,storage_type_bitmask,price_bucket,screen_size_bucket,RAM Bucket,Normalized OS,GPU Tier,Screen Resolution Bucket,bitmask,storage_config
"HP PAVILION DV5T 15.4-INCH LAPTOP (INTEL CORE 2 DUO P8400, 4 GB RAM, 500 GB HARD DRIVE, NVIDIA GEFORCE 9200 W/WEBCAM, WSXGA (1680X1050) FULL 1080I/1080P, HDMI, BLU-RAY DVD, 64-BIT WINDOWS VISTA ULTIMATE)",b000pjepx4,1298,Everyday Use,600,HP,4GB,Intel Core i5,256GB SSD,Nvidia Geforce 9200,Windows Vista,15.4 inches,1440 x 900 pixels,Black,7.7 pounds,15.16 x 11.65 x 1.57 inches,256,,ssd only,1,<800,15-17,<8,Windows Vista,Unknown,Medium Res,001000010001100010101101001010010,hdd+ssd
"HP ENVY 17.3"" FHD TOUCHSCREEN BUSINESS LAPTOP, INTEL CORE I7-1165G7, WINDOWS 11 PRO, 64GB RAM, 2TB SSD, NVIDIA GEFORCE MX450, BACKLIT KEYBOARD, LONG BATTERY LIFE,32GB DURLYFISH USB CARD",b09wtzrv9z,1299,Everyday Use,1390,HP,64GB,Intel Core I7,2TB SSD,Nvidia Geforce MX450,Windows 11,17.3 inches,1920 x 1080 pixels,Silver,6.2 pounds,15.71 x 10.2 x 0.76 inches,2048,,ssd only,1,1200-1600,>17,>40,Windows 11,Unknown,Medium Res,000010010001011010101010011010011,hdd+ssd
"MSI GF63 THIN 9SC-653 15.6"" FHD 120HZ 3MS GAMING LAPTOP, INTEL CORE I5-9300H, NVIDIA GTX 1650, 8GB, 256GB NVME SSD, WIN10",b07w83kywv,1300,Gaming,947,MSI,8GB,Intel Core I5,256GB SSD,Nvidia Geforce GTX 1650,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,4.1 pounds,14.13 x 9.99 x 0.85 inches,256,,ssd only,1,800-1000,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010111011000010110011001001010001,hdd+ssd
"LENOVO Y700 15.6"" TOUCHSCREEN NOTEBOOK - UHD GAMING LAPTOP (INTEL CORE I7, 16 GB DDR4 1TB HDD, 256 SSD, NVIDIA GTX 960M, WINDOWS 10) 80NW0035US",b06xg52vtv,1301,Gaming,1200,Lenovo,24GB,Intel Core I7,1TB SSD,Nvidia Geforce GTX 960,Windows 10,15.6 inches,1366 x 768 pixels,Black,10.48 pounds,14 x 9 x 0.7 inches,1024,,ssd only,1,1200-1600,15-17,24-32,Windows 10,Unknown,Low Res,010010010110011010101001001001000,hdd+ssd
"MSI GL63 9SDK-623 15.6"" GAMING NOTEBOOK - 1920 X 1080 - CORE I5 I5-9300H - 8 GB RAM - 512 GB SSD - BLACK - WINDOWS 10 HOME - NVIDIA GEFORCE GTX 1660 TI WITH 6 GB - IN-PLANE SWITCHING (IPS) TECHNO",b07s35lc9n,1302,Gaming,600,MSI,8GB,Intel Core I5,256GB SSD,Nvidia Geforce GTX 1660,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,4.8 pounds,15.08 x 10.23 x 1.16 inches,256,,ssd only,1,<800,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,011000011000010110011001001010001,hdd+ssd
"2019 NEWEST FLAGSHIP LENOVO IDEAPAD L340 GAMING LAPTOP: 17.3"" FHD IPS DISPLAY, INTEL I7-9750H 6-CORE PROCESSOR UP TO 4.5 GHZ, 16GB RAM, 256GB SSD + 1TB HDD, NVIDIA GEFORCE GTX 1650, BACKLIT-KB, WIN 10",b07yq1glzs,1303,Gaming,1200,Lenovo,16GB,Intel Core I7,256GB SSD + 1TB SSD,Intel HD Graphics 530,Windows 10 Home,17.3 inches,1920 x 1080 pixels,Black,6.13 pounds,16.3 x 11.0 x 1.0 inches,1280,,ssd only,1,1200-1600,>17,16-Aug,Windows 10,Integrated GPU,Medium Res,010010010110011010010001011010001,hdd+ssd
"SAGER NP8651 (BUILT OFF CLEVO P650SE) / 15.6"" GAMING NOTEBOOK / I7-4720HQ / NVIDIA GTX 970M (3.0GB) / 8GB RAM",b00pb8m80g,1304,Gaming,600,Sager,8GB,Intel Core i5,1TB HDD,No Graphics Card,Windows 7,15.6 inches,1920 x 1080 pixels,Black,3.31 pounds,14.0 x 9.0 x 0.7 inches,,1024,hdd only,2,<800,15-17,16-Aug,Windows 7,No GPU,Medium Res,011000011101100001100011001010001,ssd+hdd
"LENOVO 2021 THINKPAD P14S GEN 1 TOUCH- HIGH-END WORKSTATION LAPTOP: INTEL 10TH GEN I7-10510U QUAD-CORE, 32GB RAM, 512GB NVME SSD, 14.0"" FHD IPS TOUCHSCREEN DISPLAY, NVIDIA QUADRO P520, WIN 10 PRO",b08qmq2rwv,1305,Everyday Use,2199,Lenovo,32GB,Intel Core i5,512GB SSD,No Graphics Card,Windows 10 Home,14.0 inches,1920 x 1080 pixels,Black,3.24 pounds,12.95 x 8.94 x 0.7 inches,512,,ssd only,1,2000-2500,13-15,24-32,Windows 10,No GPU,Medium Res,000100010110100010100001000010000,hdd+ssd
"HP OMEN 15-DH1054NR 15.6"" GAMING LAPTOP; I7-10750H, 16GB DDR4 MEMORY, 512GB SSD, NVIDIA GEFORCE 1660TI",b08cbnkq3k,1306,Gaming,1999,HP,16GB,Intel Core i5,512GB SSD,Nvidia Geforce GTX 1660,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,5.43 pounds,10.35 x 14.17 x 0.79 inches,512,,ssd only,1,1600-2000,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010011010001100010011001001010001,hdd+ssd
"HP - VICTUS 15.6"" GAMING LAPTOP - INTEL CORE I5-12450H - 8GB MEMORY - NVIDIA GEFORCE GTX 1650-512GB SSD - MICA SILVER - MODEL 15-FA0031DX",b0b67521s5,1307,Gaming,619,HP,8GB,Intel Core I5,512GB SSD,Nvidia Geforce GTX 1650,Windows 10 Home,15.0 inches,1366 x 768 pixels,Mica Silver,5.3 pounds,14 x 9 x 0.7 inches,512,,ssd only,1,<800,15-17,16-Aug,Windows 10,Mid-Range GPU,Low Res,011000010001010110011001001001001,hdd+ssd
"LENOVO LEGION 5 15.6-INCH FHD 120HZ GAMING LAPTOP PC, INTEL HEXA-CORE I7-10750H, NVIDIA GTX 1650TI, 24GB DDR4 RAM, 512GB SSD, BACKLIT KEYBOARD, WINDOWS 10 HOME 64 BIT, BLACK",b08npr1jx8,1308,Gaming,933,Lenovo,24GB,Intel Core I7,512GB SSD,Nvidia Geforce RTX 2060,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,6.55 pounds,15.69 x 11.42 x 1.03 inches,512,,ssd only,1,800-1000,15-17,24-32,Windows 10,Mid-Range GPU,Medium Res,010111010110011010011001001010000,hdd+ssd
"GIGABYTE G5 GD - 15.6"" FHD IPS ANTI-GLARE 144HZ, INTEL CORE I5, NVIDIA GEFORCE RTX 3050 GPU 4GB GDDR6, 16GB MEMORY, 512GB SSD, WIN11 HOME GAMING LAPTOP (G5 GD-51US123SO)",b09qph218l,1309,Gaming,899,Gigabyte,16GB,Intel Core I5,512GB SSD,Nvidia Geforce RTX 3050,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,4.8 pounds,10.15 x 14.21 x 1.09 inches,512,,ssd only,1,800-1000,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010111010000010110011001001010001,hdd+ssd
"DELL INSPIRON 15 5000 15.6"" FHD GAMING LAPTOP | INTEL CORE I7-7700HQ QUAD-CORE | NVIDIA GEFORCE GTX 1050 WITH 4GB GDDR5 | 16GB RAM | 512GB M.2 SSD | BACKLIT KEYBOARD | WINDOWS 10",b075697sk2,1310,Gaming,1349,Dell,16GB,Intel Core I7,512GB SSD,Nvidia Geforce GTX 1050,Windows 10,15.6 inches,1920 x 1080 pixels,Black,5.67 pounds,15.08 x 10.43 x 1.0 inches,512,,ssd only,1,1200-1600,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010010001001011010011001001010001,hdd+ssd
CUK HP ENVY 17T 17.3-INCH I7-6700HQ 8GB 2TB 5400RPM NVIDIA GEFORCE 950M 4GB WINDOWS 10 NOTEBOOK LAPTOP COMPUTER,b016pa644y,1311,Everyday Use,600,HP,8GB,Intel Core i5,2TB HDD,No Graphics Card,Windows 10,17.3 inches,1920 x 1080 pixels,Black,6.5 pounds,16.34 x 11.07 x 1.16 inches,,2048,hdd only,2,<800,>17,16-Aug,Windows 10,No GPU,Medium Res,001000010001100001100001011010001,ssd+hdd
"GIGABYTE P15FV2-CF2 I7-4810MQ + 16GB + 1TB 7200RPM + NVIDIA GTX 850M + 15.6"" FULL HD + BLU RAY + WINDOWS 8.1 GAMING LAPTOP COMPUTER",b00hyl6fx4,1312,Gaming,1200,GIGABYTE,16GB,Intel Core i5,1TB HDD,Nvidia Geforce GTX 850,Windows 8.1,15.6 inches,1920 x 1080 pixels,Black,4.5 pounds,14.0 x 9.0 x 0.7 inches,,1024,hdd only,2,1200-1600,15-17,16-Aug,Windows 8,Entry-Level GPU,Medium Res,010010001101100001000100001010001,ssd+hdd
"ASUS GAMING LAPTOP TUF FOR LAPTOP GAMER, 2022 UPGRADED VERSION, 15.6"" FHD 240HZ, INTEL 12TH CORE I7-11370H, 16GB RAM, 1TB SSD, NVIDIA GEFORCE RTX 3070, BACKLIT KEYBOARD, WINDOWS 11, LIONEYE MP",b09wz7ysqq,1313,Gaming,1510,ASUS,16GB,Intel Core I7,1TB SSD,Intel HD Graphics 530,Windows 11,15.6 inches,1920 x 1080 pixels,Black,3.75 pounds,14.0 x 9.0 x 0.7 inches,1024,,ssd only,1,1200-1600,15-17,16-Aug,Windows 11,Integrated GPU,Medium Res,010010000001011010010010001010001,hdd+ssd
LENOVO LEGION Y720 FLAGSHIP GAMING LAPTOP | INTEL CORE I7-7700HQ QUAD-CORE | NVIDIA GEFORCE GTX 1060 | 8GB RAM | 256GB SSD | WINDOWS 10 | WINDOWS MIXED REALITY ULTRA READY (BLACK),b0789796qq,1314,Gaming,600,Lenovo,8GB,Intel Core I7,256GB SSD,Nvidia Geforce GTX 1060,Windows 10,15.6 inches,1920 x 1080 pixels,Black,7.04 pounds,14.96 x 10.91 x 1.14 inches,256,,ssd only,1,<800,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,011000010110011010011001001010001,hdd+ssd
CLEVO P170EM 2.40-3.40GHZ I7-3630QM 16GB 750GB 7200RPM 4GB GDDR5 NVIDIA GEFORCE GTX 680M BLU-RAY,b009136nty,1315,Gaming,600,Clevo,16GB,Intel Core i5,256GB SSD,No Graphics Card,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,3.31 pounds,14.0 x 9.0 x 0.7 inches,256,,ssd only,1,<800,15-17,16-Aug,Windows 10,No GPU,Medium Res,011000000110100010100001001010001,hdd+ssd
"ASUS 2022 ZENBOOK PRO 17 17.3"" WQHD 165HZ TOUCH GAMING LAPTOP, AMD RYZEN 9 6900HX, 16GB LPDDR5 RAM, 1TB SSD, NVIDIA GEFORCE RTX 3050, BACKLIT KEYBOARD, WIN 11 PRO, BLACK, 32GB SNOWBELL USB CARD",b0b8h4pz9f,1316,Gaming,1499,ASUS,32GB,AMD Ryzen 9,1TB SSD,Nvidia Geforce RTX 3050,Windows 10 Home,17.3 inches,2560 x 1440 pixels,Black,3.97 pounds,15.55 x 10.18 x 0.74 inches,1024,,ssd only,1,1200-1600,>17,24-32,Windows 10,Mid-Range GPU,High Res,010010000001001010011001011000000,hdd+ssd
DELL XPS 15 9510 (LATEST MODEL) 15.6 CORE I7-11800H(8-CORE) 512GB PCIE SSD 16GB RAM FHD (1920X1200) 500 NIT NON TOUCH NVIDIA RTX 3050 4GB WINDOWS 10 PROFESSIONAL (RENEWED),b09gwdt5wm,1317,Gaming,1389,Dell,16GB,Intel Core I7,512GB SSD,Nvidia Geforce RTX 3050,Windows 10 Pro,15.6 inches,1920 x 1080 pixels,Black,7.0 pounds,14 x 9 x 0.7 inches,512,,ssd only,1,1200-1600,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010010001001011010011001001010001,hdd+ssd
"MSI GP63 LEOPARD-077 15.6"" PERFORMANCE GAMING LAPTOP I7-8750H (6 CORES), NVIDIA GEFORCE GTX 1060 6G, 256GB NVME SSD + 1TB HDD, 16GB RAM, WIN 10, VR READY, RGB KB (RENEWED)",b082r41h1h,1318,Gaming,1200,MSI,16GB,Intel Core i5,256GB SSD + 1TB SSD,Nvidia Geforce GTX 1060,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,4.84 pounds,9.92 x 14.53 x 0.63 inches,1280,,ssd only,1,1200-1600,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010010011000100010011001001010001,hdd+ssd
"RAZER BLADE 15 GAMING LAPTOP: INTEL CORE I7-9750H 6 CORE, NVIDIA GEFORCE GTX 1660 TI, 15.6"" FHD 144HZ, 16GB RAM, 256GB SSD, CNC ALUMINUM, CHROMA RGB LIGHTING, THUNDERBOLT 3 (RENEWED)",b088zw8kkc,1319,Gaming,1800,Razer,16GB,Intel Core I7,256GB SSD,Nvidia Geforce GTX 1660,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,8.93 pounds,14 x 9 x 0.7 inches,256,,ssd only,1,1600-2000,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010011011100011010011001001010001,hdd+ssd
"ASUS ROG STRIX SCAR 15 (2022) GAMING LAPTOP, 15.6??? 240HZ IPS QHD DISPLAY, NVIDIA GEFORCE RTX 3080, INTEL CORE I9 12900H, 16GB DDR5, 1TB SSD, PER-KEY RGB KEYBOARD, WINDOWS 11, G533ZS-DS94",b09vkdshnz,1320,Gaming,2259,ASUS,16GB,Intel Core I9,1TB SSD,Nvidia Geforce RTX 3080,Windows 11,15.6 inches,2560 x 1440 pixels,Off Black,5.1 pounds,13.94 x 10.2 x 0.89 inches,1024,,ssd only,1,2000-2500,15-17,16-Aug,Windows 11,High-End GPU,High Res,010100000001011110001010001000001,hdd+ssd
"DELL PRECISION M5510 WORKSTATION LAPTOP 15.6 INCH FHD IPS DISPLAY INTEL CORE 6TH GENERATION I7-6820HQ, 8 GB RAM, 256 GB SSD, NVIDIA QUADRO M1000M, WINDOWS 10 PRO (RENEWED)",b01n1xfm7q,1321,Everyday Use,600,Dell,8GB,Intel Core i5,256GB SSD,No Graphics Card,Windows 10 Pro,15.6 inches,1920 x 1080 pixels,Black,3.93 pounds,14.0 x 9.0 x 0.7 inches,256,,ssd only,1,<800,15-17,16-Aug,Windows 10,No GPU,Medium Res,001000001001100010100001001010001,hdd+ssd
"LENOVO IDEAPAD GAMING 3I LAPTOP, 15.6"" FULL HD DISPLAY, INTEL CORE I5-11300H PROCESSOR, NVIDIA GEFORCE GTX 1650, 16GB RAM, 512GB SSD, BACKLIT KEYBOARD, WEBCAM, WIFI 6, WINDOWS 11 HOME, BLACK",b09m969b8n,1322,Gaming,710,Lenovo,16GB,Intel Core I5,512GB SSD,Nvidia Geforce GTX 1650,Windows 11 Home,15.6 inches,1920 x 1080 pixels,Black,4.96 pounds,14.13 x 9.83 x 0.98 inches,512,,ssd only,1,<800,15-17,16-Aug,Windows 11,Mid-Range GPU,Medium Res,011000010110010110011010001010001,hdd+ssd
"GIGABYTE [2020] AERO 15 OLED XB-9US5450SP THIN AND LIGHT LAPTOP, 15.6"" THIN BEZEL UHD AMOLED, I9-10980HK, NVIDIA GEFORCE RTX2070 SUPER MAX-Q, 32GB RAM, M.2 PCIE 1TB SSD, WIN 10 PRO, 94WH",b0851hzzmz,1323,Gaming,1200,Gigabyte,32GB,Intel Core i5,1TB SSD,Nvidia Geforce RTX 2080,Windows 10 Home,15.6 inches,3840 x 2160 pixels,Black,4.6 pounds,14.0 x 9.8 x 0.78 inches,1024,,ssd only,1,1200-1600,15-17,24-32,Windows 10,High-End GPU,High Res,010010010000100010001001001000000,hdd+ssd
"ASUS VIVOBOOK 15 K513 THIN & LIGHT LAPTOP, 15.6??? FHD DISPLAY, INTEL I7-1165G7 CPU, NVIDIA GEFORCE MX350, 16GB RAM, 512GB PCIE SSD, FINGERPRINT READER, WINDOWS 10 HOME, INDIE BLACK, K513EQ-PB79",b09f2vjghj,1324,Everyday Use,898,ASUS,16GB,Intel Core I7,512GB SSD,Nvidia Geforce MX350,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,3.97 pounds,14.13 x 9.25 x 0.7 inches,512,,ssd only,1,800-1000,15-17,16-Aug,Windows 10,Unknown,Medium Res,000111000001011010101001001010001,hdd+ssd
"ELUKTRONICS 15.6-INCH PRO15NSD LAPTOP PC (INTEL I7-4720HQ QUAD CORE, WINDOWS 10, 2GB NVIDIA 960M GTX GAMING GRAPHICS, FULL HD ANTI-GLARE IPS DISPLAY, 250GB PRO PERFORMANCE SSD, 16GB RAM)",b01048f0f2,1325,Gaming,600,Eluktronics,16GB,Intel Core I7,256GB SSD,Nvidia Geforce GTX 960,Windows 8,15.6 inches,1920 x 1080 pixels,Black,5.7 pounds,14.0 x 9.0 x 0.7 inches,256,,ssd only,1,<800,15-17,16-Aug,Windows 8,Unknown,Medium Res,011000001011011010101100001010001,hdd+ssd
"CUK MSI GE62VR APACHE PRO VR READY LAPTOP (I7-6700HQ, 32GB RAM, 256GB NVME SSD + 1TB HDD, NVIDIA GEFORCE GTX 1060 6GB, 15.6"" FULL HD, WINDOWS 10) - 2016 HTC VIVE COMPATIBLE GAMING NOTEBOOK COMPUTER",b01ncb1g4d,1326,Gaming,600,MSI,32GB,Intel Core i5,256GB SSD + 1TB SSD,Nvidia Geforce GTX 1060,Windows 10,15.6 inches,1920 x 1080 pixels,Black,10.58 pounds,14.0 x 9.0 x 0.7 inches,1280,,ssd only,1,<800,15-17,24-32,Windows 10,Mid-Range GPU,Medium Res,011000011000100010011001001010000,hdd+ssd
"MSI GS75 STEALTH-479 17.3"" GAMING LAPTOP 144HZ DISPLAY, THIN BEZEL, INTEL CORE I9-9880H, NVIDIA GEFORCE RTX2080, 32GB, 1TB NVME SSD, THUNDERBOLT 3 (RENEWED)",b08mpqdczp,1327,Gaming,1200,MSI,32GB,Intel Core I9,1TB SSD,Nvidia Geforce RTX 2080,Windows 10 Home,17.3 inches,1920 x 1080 pixels,Black,4.96 pounds,14 x 9 x 0.7 inches,1024,,ssd only,1,1200-1600,>17,24-32,Windows 10,High-End GPU,Medium Res,010010011000011110001001011010000,hdd+ssd
"ACER NEWEST NITRO 5 15.6??? FHD GAMING LAPTOP, INTEL QUAD-CORE I5-9300H, NVIDIA GEFORCE GTX 1650, 32GB RAM, 256GB SSD+1TB HDD, WIN 10 W/GALLIUMPI ACCS.",b08khv4tcf,1328,Gaming,899,Acer,32GB,Intel Core I5,256GB SSD + 1TB SSD,Nvidia Geforce GTX 1650,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Obsidian Black,5.51 pounds,14.3 x 10.0 x 1.02 inches,1280,,ssd only,1,800-1000,15-17,24-32,Windows 10,Mid-Range GPU,Medium Res,010111000010010110011001001010000,hdd+ssd
"2016 NEWEST ASUS R516UX-RH71 15.6"" FULL HD LAPTOP I7-6500U 8GB 1TB NVIDIA GTX950M 2GB",b0163ajjkw,1329,Gaming,1200,ASUS,8GB,Intel Core i5,1TB HDD,Nvidia Geforce GTX 950,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,4.41 pounds,15.04 x 10.04 x 0.85 inches,,1024,hdd only,2,1200-1600,15-17,16-Aug,Windows 10,Unknown,Medium Res,010010000001100001101001001010001,ssd+hdd
"LENOVO LEGION 7I GAMING LAPTOP, 15.6"" FULL HD 240HZ SCREEN, INTEL CORE I7-10750H 6-CORE PROCESSOR, NVIDIA GEFORCE RTX 2070 GRAPHICS, 64GB RAM, 1TB SSD + 2TB SSD, RGB BACKLIT KEYBOARD, WINDOWS 10 HOME",b08hl759m5,1330,Gaming,1200,Lenovo,64GB,Intel Core I7,1TB SSD + 2TB SSD,Nvidia Geforce RTX 2070,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,10.0 pounds,14.0 x 9.0 x 0.7 inches,3072,,ssd only,1,1200-1600,15-17,>40,Windows 10,High-End GPU,Medium Res,010010010110011010001001001010011,hdd+ssd
"MSI GE75 RAIDER 17.3"" 144HZ DISPLAY, INTEL CORE I7-10750H, NVIDIA GEFORCE RTX 2070, 16GB, 512GB NVME SSD + 1TB HDD, WIN10, BLACK (10SF-484)",b0956jksh7,1331,Gaming,1200,MSI,16GB,Intel Core I7,256GB SSD + 512GB SSD,Nvidia Geforce RTX 2070,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Aluminum Black,3.31 pounds,14.0 x 9.0 x 0.7 inches,768,,ssd only,1,1200-1600,15-17,16-Aug,Windows 10,High-End GPU,Medium Res,010010011000011010001001001010001,hdd+ssd
"MSI SUMMIT E15 PROFESSIONAL LAPTOP: 15"" IPS-LEVEL TOUCH SCREEN, INTEL CORE I7-1185G7, NVIDIA GEFORCE GTX 1650 TI (MAX-Q), 16GB RAM, 1TB NVME SSD, WIN10 PRO, INK BLACK (A11SCS-207)",b08k9d9pmr,1332,Gaming,1490,MSI,16GB,Intel Core I7,1TB SSD,Nvidia Geforce GTX 1650,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,3.64 pounds,14 x 9 x 0.7 inches,1024,,ssd only,1,1200-1600,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010010011000011010011001001010001,hdd+ssd
"DELL XPS 15 9550 LAPTOP 15.6"" 4K UHD (3840 X 2160) TOUCH, INTEL I7-6700HQ 3.5GHZ QUAD CORE 16GB RAM 256GB SSD NVIDIA GEFORCE GTX 960M W/ 2GB GDDR5 WINDOWS 10 (CERTIFIED REFURBISHED)",b018fsx3c0,1333,Gaming,600,Dell,16GB,Intel Core I7,256GB SSD,Nvidia Geforce GTX 960,Windows 10,15.6 inches,3840 x 2160 pixels,Black,3.92 pounds,14.0 x 9.0 x 0.7 inches,256,,ssd only,1,<800,15-17,16-Aug,Windows 10,Unknown,High Res,011000001001011010101001001000001,hdd+ssd
"LENOVO LEGION 5 GAMING LAPTOP, 15.6"" FHD (1920X1080) IPS SCREEN, 144HZ, AMD RYZEN 7 4800H PROCESSOR, 32GB DDR4, 1TB PCIE SSD, NVIDIA GTX 1660TI, WINDOWS 10, BACKLIT KEYBOARD BLACK, E.S HOLIDAY USB",b088kqt4s5,1334,Gaming,1200,Lenovo,32GB,AMD Ryzen 7,1TB SSD,Nvidia Geforce RTX 3070,Windows 10,16.0 inches,1920 x 1080 pixels,Phantom Blue,5.1 pounds,14.4 x 10.2 x 1.02 inches,1024,,ssd only,1,1200-1600,15-17,24-32,Windows 10,High-End GPU,Medium Res,010010010110000110001001001010000,hdd+ssd
"ACER NITRO 5 - 17.3 IPS FHD 1920 X 1080 GAMING LAPTOP INTEL I5-9300H 2.4GHZ, NVIDIA GEFORCE GTX 1650 4GB, 8GB RAM, 512GB SSD WINDOWS 10 HOME (RENEWED)",b083l4f9ds,1335,Gaming,709,Acer,8GB,Intel Core I5,512GB SSD,Nvidia Geforce GTX 1650,Windows 10 Home,17.3 inches,1920 x 1080 pixels,Black,5.73 pounds,14 x 9 x 0.7 inches,512,,ssd only,1,<800,>17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,011000000010010110011001011010001,hdd+ssd
CUK MSI GE72 APACHE PRO 17.3-INCH INTEL 6TH GEN I7-6700HQ 16GB 128GB SSD + 2TB HDD NVIDIA GEFORCE GTX 970M 3GB FULL HD BLU-RAY WINDOWS 10 GAMING LAPTOP COMPUTER,b0182u7er6,1336,Gaming,600,MSI,16GB,Intel Core i5,128GB SSD + 256GB SSD,Nvidia Geforce GTX 970,Windows 10,15.6 inches,1920 x 1080 pixels,Black,5.95 pounds,14.0 x 9.0 x 0.7 inches,384,,ssd only,1,<800,15-17,16-Aug,Windows 10,Unknown,Medium Res,011000011000100010101001001010001,hdd+ssd
"LENOVO IDEAPAD L340 17.3??? FHD GAMING LAPTOP 2020 NEWEST, INTEL CORE I7-9750H (UP TO 4.50 GHZ, BEAT I7-7500U), 16GB RAM, 512GB PCIE SSD, NVIDIA GEFORCE GTX 1650 4GB GDDR5, WIN10 W/HESVAP ACCESSORIES",b087ltv7q5,1337,Gaming,400,Lenovo,16GB,Intel Core I7,256GB SSD + 512GB SSD,Nvidia Geforce GTX 1650,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,6.2 pounds,14.26 x 9.98 x 0.78 inches,768,,ssd only,1,<800,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,011000010110011010011001001010001,hdd+ssd
"SONY VAIO VPCF23CGX/B 16.4"" LED NOTEBOOK - INTEL CORE I7 I7-2670QM 2.20 GHZ - BLACK - 1920 X 1080 FULL HD DISPLAY - 4 GB RAM - 500 GB HDD - BLU-RAY READER - NVIDIA GEFORCE GT 540M GRAPHICS CARD - BLUETOOTH - WEBCAM - GENUINE WINDOWS 7 PROFESSIONAL - 3 HOU",b005ssra0m,1338,Everyday Use,600,Sony,4GB,Intel Core I7,256GB SSD,No Graphics Card,Windows 7 Professional,15.6 inches,1920 x 1080 pixels,Black,11.1 pounds,14 x 9 x 0.7 inches,256,,ssd only,1,<800,15-17,<8,Windows 7,No GPU,Medium Res,001000011111011010100011001010010,hdd+ssd
"ASUS ROG STRIX G17 GAMING LAPTOP, 17.3"" FHD IPS 144 HZ DISPLAY, AMD RYZEN 7 4800H 8-CORE, NVIDIA GEFORCE RTX 3060 6GB GDDR6, WI-FI 6, RGB KEYBOARD, USB-C, HDMI, WIN 10 (16GB RAM | 1TB PCIE SSD)",b09mlgx5vd,1339,Gaming,1200,ASUS,16GB,AMD Ryzen 7,1TB SSD,Nvidia Geforce RTX 3060,Windows 10 Home,17.3 inches,1920 x 1080 pixels,Gray,5.95 pounds,15.5 x 11.0 x 1.1 inches,1024,,ssd only,1,1200-1600,>17,16-Aug,Windows 10,High-End GPU,Medium Res,010010000001000110001001011010001,hdd+ssd
"AERO 17 SA-7US1130SO 17.3"" THIN BEZEL 144HZ FHD, I7-9750H, NVIDIA GEFORCE GTX 1660 TI GDDR6 6GB, SAMSUNG 16GB DDR4 2666MHZ RAM, PCIE 512GB SSD, WINDOWS 10 HOME+OFFICE 365, RGB KB, ULTRA SLIM LAPTOP",b07w5kp2yg,1340,Gaming,1799,Samsung,16GB,Intel Core i5,256GB SSD + 512GB SSD,Nvidia Geforce GTX 1660,Windows 10 Home,17.0 inches,1920 x 1080 pixels,Black,5.0 pounds,15.6 x 10.6 x 0.84 inches,768,,ssd only,1,1600-2000,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010011011110100010011001001010001,hdd+ssd
"ELUKTRONICS MAX 15 (2021) 15.6"" RTX 3070 GAMING LAPTOP, AMD RYZEN 9 5900HX PROCESSOR, NVIDIA GEFORCE RTX 3070 GRAPHICS CARD, 15.6 INCH QHD 165HZ DISPLAY, 1TB NVME SSD, 32GB DDR4 RAM, WINDOWS 10 HOME",b097nt3qjb,1341,Gaming,1200,Eluktronics,32GB,AMD Ryzen 9,1TB SSD,Nvidia Geforce RTX 3070,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,3.84 pounds,14.0 x 9.0 x 0.7 inches,1024,,ssd only,1,1200-1600,15-17,24-32,Windows 10,High-End GPU,Medium Res,010010001011001010001001001010000,hdd+ssd
